City,State,lat,lon
Georgetown,Arkansas,35.1267,-91.4539
Riverton,Nebraska,40.0897,-98.7597
Bear Valley,California,37.5697,-120.1199
Yale,Illinois,39.1203,-88.0246
Bentley,Oklahoma,34.2174,-96.0797
Realitos,Texas,27.4454,-98.5303
Tobias,Nebraska,40.4185,-97.3367
Cooke City,Montana,45.0187,-109.9119
Government Camp,Oregon,45.3022,-121.7527
Maxville,Montana,46.476,-113.2355
Goodsprings,Nevada,35.8319,-115.4352
Oto,Iowa,42.2821,-95.8944
Kohls Ranch,Arizona,34.321,-111.0838
Amanda Park,Washington,47.4532,-123.9194
Arrow Point,Missouri,36.544,-93.6223
Brandon,Montana,45.466,-112.1339
Cale,Arkansas,33.6278,-93.235
Chester,Arkansas,35.6778,-94.1778
Baring,Missouri,40.2447,-92.2059
Mutual,Ohio,40.0795,-83.6368
Moffat,Colorado,38.0027,-105.9065
Manor,Georgia,31.1044,-82.5665
Hidalgo,Illinois,39.1559,-88.1491
Lasana,Texas,26.2585,-97.695
Covel,West Virginia,37.4907,-81.3195
Live Oak,South Carolina,34.056,-78.9397
Hazel Green,Kentucky,37.7999,-83.4173
Bock,Minnesota,45.7845,-93.5528
Starkville,Colorado,37.1169,-104.5231
Oak Ridge,Louisiana,32.6244,-91.7731
Shellytown,Pennsylvania,40.4091,-78.2105
National,Maryland,39.6111,-78.9401
Black Springs,Arkansas,34.4607,-93.7123
Cougar,Washington,46.0493,-122.3034
Tennessee,Illinois,40.4114,-90.8363
Vance,South Carolina,33.4365,-80.4201
New Pine Creek,California,41.9872,-120.3009
Lowell Point,Alaska,60.0629,-149.4898
Evergreen,Missouri,37.5486,-92.5961
Hamlin,Kansas,39.9156,-95.6275
Mooresville,Alabama,34.6257,-86.8802
Moundville,Missouri,37.7646,-94.451
Old Appleton,Missouri,37.5939,-89.7108
Websters Crossing,New York,42.6662,-77.6367
Pine Grove,Oregon,45.1135,-121.3553
Lamy,New Mexico,35.4854,-105.8863
Simpson,Kansas,39.386,-97.934
Babcock,Wisconsin,44.3044,-90.1076
Manchester,Kansas,39.0933,-97.3201
Guilford,Missouri,40.1685,-94.7358
Trego,Wisconsin,45.9048,-91.8287
Ten Broeck,Kentucky,38.2976,-85.5807
Jovista,California,35.794,-119.1896
Nielsville,Minnesota,47.5293,-96.8157
Marietta,Illinois,40.4995,-90.3931
Landess,Indiana,40.6126,-85.5592
Triumph,Illinois,41.4994,-89.0199
Meadow Acres,Wyoming,42.8593,-106.0953
Rothville,Missouri,39.6539,-93.0635
Big Arm,Montana,47.7936,-114.2701
Bickleton,Washington,46.0056,-120.3081
Codell,Kansas,39.1954,-99.1702
Skanee,Michigan,46.8789,-88.204
Dell City,Texas,31.9349,-105.1998
Wheaton,Kansas,39.502,-96.3189
Dougherty,Iowa,42.922,-93.0361
La Carla,Texas,26.4354,-98.7406
Olivet,South Dakota,43.243,-97.6747
Prosser,Nebraska,40.6877,-98.5777
Detroit,Kansas,38.936,-97.1269
Westdale,Texas,27.9657,-97.9937
Martin,Nebraska,41.2581,-101.7091
Sarben,Nebraska,41.1662,-101.3043
Rimini,Montana,46.4919,-112.2496
Alsea,Oregon,44.3815,-123.5958
Dorchester,New Jersey,39.2711,-74.9729
McKay,Oregon,45.4923,-118.6842
Brenton,West Virginia,37.6004,-81.6351
Bluff Dale,Texas,32.3497,-98.0249
Rock,Kansas,37.4417,-97.007
Gray,Iowa,41.8417,-94.9859
Barstow,Illinois,41.5162,-90.3566
Slate Springs,Mississippi,33.7417,-89.3752
North Hurley,New Mexico,32.7198,-108.1285
Cave Spring,Oklahoma,35.7292,-94.7577
Ramona,Kansas,38.5979,-97.0637
Chitina,Alaska,61.5276,-144.2991
Sunny Slopes,California,37.5693,-118.6758
Zurich,Kansas,39.2322,-99.4347
Rossie,Iowa,43.0137,-95.1886
Guion,Arkansas,35.9269,-91.9389
Vivian,South Dakota,43.9273,-100.3011
La Minita,Texas,26.5024,-99.0735
Sleetmute,Alaska,61.6516,-157.1251
Severance,Kansas,39.7668,-95.2492
Cambridge,Kansas,37.3177,-96.6673
Belmar,Nebraska,41.3055,-101.9347
Havana,North Dakota,45.9517,-97.6185
Pritchett,Colorado,37.3701,-102.8588
Livonia,Indiana,38.5549,-86.2777
St. Charles,Virginia,36.8052,-83.0575
Spruce Pine,Alabama,34.3928,-87.7294
West Havre,Montana,48.5471,-109.731
Nolic,Arizona,32.0341,-111.9549
Hallowell,Kansas,37.1733,-95.0027
Keddie,California,40.0059,-120.9523
Glen,Montana,45.4789,-112.6918
Gough,Georgia,33.088,-82.2286
Bon Air,Alabama,33.2621,-86.3319
Evansville,Arkansas,35.7924,-94.4911
Theba,Arizona,32.9181,-112.8903
Percival,Iowa,40.7513,-95.8133
Maxatawny,Pennsylvania,40.5413,-75.6919
Valencia,New Mexico,35.578,-105.7908
Cora,Wyoming,42.9576,-109.9916
Hilltown,Virginia,36.729,-80.9822
Reynolds,Nebraska,40.0598,-97.3359
Patmos,Arkansas,33.5112,-93.5679
Hallett,Oklahoma,36.2319,-96.5679
Valentine,Texas,30.5886,-104.4953
Dukedom,Tennessee,36.4949,-88.7163
Macon,North Carolina,36.4396,-78.0839
Dundee,Minnesota,43.844,-95.4666
Ridgeville,Alabama,34.0569,-86.1029
Kanauga,Ohio,38.8411,-82.1495
Fort Ripley,Minnesota,46.169,-94.363
Crookston,Nebraska,42.9263,-100.7534
Beltrami,Minnesota,47.5425,-96.527
Opheim,Montana,48.8571,-106.4084
Diomede,Alaska,65.7536,-168.9219
Proberta,California,40.0761,-122.1776
Edinburg,Missouri,40.0811,-93.6898
Normanna,Texas,28.5277,-97.7831
Las Nutrias,New Mexico,34.4699,-106.7708
Harbine,Nebraska,40.1916,-96.9743
Galesburg,Kansas,37.4721,-95.3563
Mount Eagle,Pennsylvania,40.9799,-77.7058
Rutledge,Missouri,40.3139,-92.0876
Deer Lick,Oklahoma,36.4595,-94.7468
Kathryn,North Dakota,46.6812,-97.9704
Vining,Iowa,41.991,-92.3873
Coney Island,Missouri,36.593,-93.3972
Del Mar Heights,Texas,26.0567,-97.4236
Goff,Kansas,39.6641,-95.9317
Burtrum,Minnesota,45.8658,-94.6874
Kenneth,Minnesota,43.7543,-96.0725
Ali Molina,Arizona,31.9025,-111.7804
Alcova,Wyoming,42.5543,-106.7263
Seaforth,Minnesota,44.4761,-95.331
Mulberry,Oklahoma,35.8631,-94.7014
Coleharbor,North Dakota,47.5425,-101.2214
Pierpont,Missouri,38.8633,-92.3129
McKittrick,Missouri,38.7387,-91.4443
Longford,Kansas,39.1721,-97.329
Esmond,North Dakota,48.033,-99.7647
Coy,Arkansas,34.5405,-91.8713
Hunter,Kansas,39.2349,-98.396
Whitmer,West Virginia,38.8149,-79.5451
Chautauqua,Kansas,37.0241,-96.1774
Rockport,Illinois,39.5391,-91.0128
Herrick,South Dakota,43.115,-99.1882
Hensley,Arkansas,34.5068,-92.2069
Melia,Nebraska,41.0971,-96.2768
Riverview Estates,Missouri,38.7489,-94.5246
Wasola,Missouri,36.7857,-92.5685
Berwyn,Nebraska,41.3509,-99.5007
Musella,Georgia,32.8009,-84.0334
Woody,California,35.7081,-118.8145
Thorp,Washington,47.0656,-120.6709
Ebony,Virginia,36.5759,-77.9839
Kirk,Colorado,39.6127,-102.592
Maverick Mountain,Montana,45.4182,-113.1109
Happys Inn,Montana,48.0638,-115.135
Salt Rock,West Virginia,38.3243,-82.2172
Huntersville,West Virginia,38.186,-80.0152
Taos Ski Valley,New Mexico,36.5901,-105.437
Eagle River,Michigan,47.41,-88.2647
Lanesboro,Iowa,42.1828,-94.6923
Orin,Wyoming,42.6505,-105.1826
Boon,Michigan,44.2877,-85.6013
Weott,California,40.3226,-123.9209
Los Ojos,New Mexico,36.7361,-106.5669
Church Creek,Maryland,38.5036,-76.1531
Randsburg,California,35.368,-117.6607
Redfield,Kansas,37.8366,-94.882
Standing Rock,Alabama,33.0863,-85.2449
Lake Henry,Minnesota,45.462,-94.7965
Sasakwa,Oklahoma,34.9468,-96.5253
Kilkenny,Minnesota,44.3151,-93.5741
Batesland,South Dakota,43.1278,-102.1017
Logan Creek,Nevada,39.0626,-119.9295
Detroit,Oregon,44.7338,-122.1513
Powhattan,Kansas,39.7619,-95.6342
Comstock,Minnesota,46.6596,-96.7466
Petronila,Texas,27.6713,-97.6322
Yznaga,Texas,26.3188,-97.8153
Table Rock,Pennsylvania,39.9097,-77.2197
Chiawuli Tak,Arizona,31.941,-111.7765
St. Clairsville,Pennsylvania,40.156,-78.5108
Boles,Arkansas,34.7861,-94.0507
Pacific Beach,Washington,47.2151,-124.1967
Collyer,Kansas,39.0372,-100.1184
Gate,Oklahoma,36.8517,-100.0552
Oklaunion,Texas,34.1294,-99.1443
Richville,Minnesota,46.506,-95.6263
La Boca,New Mexico,36.9945,-107.6065
Ionia,Missouri,38.5037,-93.3236
Penton,Alabama,33.009,-85.4722
Englewood,Kansas,37.0405,-99.9876
Hibernia,New Jersey,40.9423,-74.5011
Camas,Montana,47.6179,-114.6561
Albion,Oklahoma,34.6622,-95.0993
Kirkman,Iowa,41.7287,-95.2671
Garden City,South Dakota,44.9593,-97.5804
Jennings,Kansas,39.6806,-100.2933
Bell Center,Wisconsin,43.2916,-90.8257
Blue Clay Farms,North Carolina,34.3005,-77.8917
Smithville,Oklahoma,34.4689,-94.6461
Gray,Pennsylvania,40.6576,-78.2521
Sardis,Kentucky,38.5348,-83.9573
Big Lake,Missouri,40.0735,-95.3518
Pingree,North Dakota,47.1638,-98.9086
Quinn,South Dakota,43.9866,-102.1264
Curlew,Washington,48.8777,-118.6046
Waterbury,Nebraska,42.4571,-96.7353
Union Level,Virginia,36.7071,-78.2319
Warfield,Virginia,36.896,-77.819
Shirley,Illinois,40.4075,-89.0643
Kinsman,Illinois,41.1902,-88.57
Whitewater,Montana,48.7635,-107.6303
Dolton,South Dakota,43.4911,-97.3848
Santiago,Washington,47.2975,-124.2327
Morningside,South Dakota,44.3663,-98.1836
Brant Lake,South Dakota,43.9308,-96.9436
Vernon,Illinois,38.8014,-89.0875
Lake Davis,California,39.8564,-120.463
Bear Grass,North Carolina,35.7664,-77.129
Goodenow,Illinois,41.3922,-87.6397
Montpelier,North Dakota,46.6987,-98.5884
Rockingham,Georgia,31.5441,-82.4145
Amado,Arizona,31.6968,-111.0583
Council Hill,Oklahoma,35.5558,-95.6525
Wallace,South Dakota,45.0845,-97.4781
Heeney,Colorado,39.8712,-106.3002
Shiro,Texas,30.6087,-95.8862
Stark,Kansas,37.6898,-95.1441
Deering,Missouri,36.1911,-89.8843
Mason,Wisconsin,46.4355,-91.0599
Laporte,Minnesota,47.2147,-94.7573
White Lake,New York,41.6757,-74.8322
Exeter,Illinois,39.7191,-90.4961
Galesburg,North Dakota,47.2701,-97.4087
West Denton,Maryland,38.8896,-75.8389
Rains,South Carolina,34.0942,-79.3214
Sierra Village,California,38.0765,-120.1629
Greenwich,Kansas,37.7832,-97.2037
Gore,Virginia,39.2627,-78.3293
Rogers,Nebraska,41.4643,-96.9159
Tselakai Dezza,Utah,37.21,-109.609
Zeeland,North Dakota,45.9731,-99.8325
Foster,Missouri,38.1664,-94.5079
Leopolis,Wisconsin,44.7654,-88.8447
Broadway,New Jersey,40.7356,-75.0495
Spelter,West Virginia,39.3432,-80.3163
Galestown,Maryland,38.5633,-75.7149
Bristow,Nebraska,42.8408,-98.5834
Crows Nest,Indiana,39.8566,-86.1691
Headrick,Oklahoma,34.627,-99.1373
El Morro Valley,New Mexico,35.0362,-108.3225
Bolivar,Mississippi,33.6606,-91.0519
Darwin,California,36.2688,-117.589
Westwood,Iowa,40.965,-91.6266
Hazelton,Kansas,37.0894,-98.4015
Bagnell,Missouri,38.2294,-92.6053
Nimmons,Arkansas,36.3062,-90.0951
Green Spring,West Virginia,39.5242,-78.6301
Thornburg,Iowa,41.4557,-92.3323
Crozier,Arizona,35.4227,-113.6487
Center Point,Arkansas,34.0318,-93.9511
Flaming Gorge,Utah,40.8889,-109.4751
New Weston,Ohio,40.337,-84.6436
Holloway,Minnesota,45.2441,-95.9112
Colorado Acres,Texas,27.6449,-99.2143
Yale,Kansas,37.4901,-94.647
Knierim,Iowa,42.4563,-94.4559
Villa Verde,Texas,26.1303,-97.9956
Wolf Lake,Minnesota,46.8066,-95.3526
Climax,Kansas,37.7191,-96.224
Claire City,South Dakota,45.8566,-97.1035
Waukena,California,36.1391,-119.511
Greenville,Iowa,43.017,-95.1461
Bradley,California,35.8627,-120.8041
Zurich,Montana,48.5861,-109.0302
Humphreys,Missouri,40.1252,-93.3196
Peach Orchard,Arkansas,36.2812,-90.6608
Masonville,Iowa,42.4798,-91.5915
Raub,Indiana,40.7294,-87.4897
Goldville,Alabama,33.0842,-85.7831
Yarmouth,Iowa,41.0245,-91.322
Geneva,Pennsylvania,41.562,-80.2261
Green Hill,Indiana,40.4135,-87.1122
Fleming,Missouri,39.1956,-94.0524
Perryville,Alaska,55.9315,-159.1559
De Soto,Georgia,31.9548,-84.0636
Littlefield,Arizona,36.8659,-113.936
Ohlman,Illinois,39.3433,-89.2186
Goodnews Bay,Alaska,59.1271,-161.5753
Blaine,Kentucky,38.0272,-82.8413
Yarnell,Pennsylvania,41.0003,-77.8142
Beaver Bay,Minnesota,47.2563,-91.3065
Walters,Minnesota,43.6049,-93.6743
Literberry,Illinois,39.8516,-90.1978
Charles City,Virginia,37.344,-77.0687
King and Queen Court House,Virginia,37.6683,-76.8781
Loco,Oklahoma,34.3297,-97.6807
Whipholt,Minnesota,47.0436,-94.386
Haswell,Colorado,38.4525,-103.1649
Balta,North Dakota,48.1666,-100.0369
Floral,Arkansas,35.5889,-91.759
Whitharral,Texas,33.7391,-102.3278
Oakwood,Oklahoma,35.9316,-98.7031
Chalkhill,Pennsylvania,39.8461,-79.6142
La Prairie,Illinois,40.1473,-91.0024
Ihlen,Minnesota,43.9122,-96.3709
Escudilla Bonita,New Mexico,34.1122,-109.0231
Satartia,Mississippi,32.6719,-90.5445
Akaska,South Dakota,45.331,-100.1208
Sylvanite,Montana,48.7063,-115.8741
Etta,Oklahoma,35.8329,-94.9035
Watkins,Iowa,41.8931,-91.985
Buena Vista,Texas,26.2941,-98.6109
Frankstown,Pennsylvania,40.4444,-78.3558
Caberfae,Michigan,44.2492,-85.7256
Brentford,South Dakota,45.1591,-98.3223
Corona,South Dakota,45.3352,-96.7646
Greenwater,Washington,47.1465,-121.632
Turtle River,Minnesota,47.5882,-94.7581
Tamassee,South Carolina,34.8812,-83.0175
Vanoss,Oklahoma,34.7578,-96.8712
Northboro,Iowa,40.6073,-95.2925
Gardner,North Dakota,47.1445,-96.9686
Hayward,Missouri,36.3959,-89.6669
Essex,Montana,48.2823,-113.6095
Buckhorn,New Mexico,33.0315,-108.6944
Silver Star,Montana,45.6875,-112.285
Lost Springs,Kansas,38.5665,-96.9658
Menoken,North Dakota,46.8148,-100.5341
Mabie,California,39.7771,-120.5447
Green Valley,Wisconsin,44.7969,-88.2682
Spring Hill,Indiana,39.8346,-86.1926
Umbarger,Texas,34.9564,-102.1094
Lawson,Arkansas,33.1999,-92.4878
Vale Summit,Maryland,39.6152,-78.9084
Hartman,Colorado,38.1212,-102.2217
Sunol,Nebraska,41.1539,-102.763
Fairview,Ohio,40.0573,-81.235
Joes,Colorado,39.6559,-102.6786
Hoyt,Oklahoma,35.268,-95.3002
Ono,California,40.4801,-122.6257
Grovespring,Missouri,37.3999,-92.606
Stonyford,California,39.3695,-122.5438
Cornwall,Connecticut,41.8443,-73.3327
High Amana,Iowa,41.8011,-91.9418
Eldorado,Maryland,38.5841,-75.7893
Folsom,New Mexico,36.8478,-103.9176
Kincaid,Kansas,38.0812,-95.1554
Lumber Bridge,North Carolina,34.8898,-79.0725
Reubens,Idaho,46.3229,-116.5429
Bradley,South Dakota,45.0904,-97.642
Redbird,Oklahoma,35.8871,-95.5873
Union Hill,Illinois,41.1086,-88.1463
Leslie,Missouri,38.418,-91.2309
Opal,Wyoming,41.768,-110.3242
Salineño,Texas,26.5176,-99.112
Youngsville,New Mexico,36.1928,-106.566
Putnam,Oklahoma,35.8559,-98.9682
Blairstown,Missouri,38.558,-93.9578
Big Foot Prairie,Wisconsin,42.4956,-88.5983
Mappsburg,Virginia,37.576,-75.7593
Clayton,Iowa,42.9022,-91.1493
Cushing,Nebraska,41.2949,-98.3693
Elba,Minnesota,44.0867,-92.0169
Twilight,West Virginia,37.9252,-81.6176
Encino,Texas,26.9364,-98.1152
Darfur,Minnesota,44.0535,-94.8378
Aurora,Kansas,39.452,-97.53
Dunning,Nebraska,41.8272,-100.1048
Bisbee,North Dakota,48.6272,-99.3788
Luke,Maryland,39.4766,-79.0593
Sportsmans Park,Oregon,45.2197,-121.3945
Pondsville,Maryland,39.6234,-77.5916
Watson,Missouri,40.4799,-95.6232
El Dara,Illinois,39.6227,-90.9917
La Grange,Tennessee,35.0476,-89.2409
Klukwan,Alaska,59.3987,-135.8886
Monument,Kansas,39.1049,-101.0079
Gibbs,Missouri,40.099,-92.4166
Easton,Wisconsin,43.8383,-89.8049
Pataha,Washington,46.4727,-117.5445
Ozan,Arkansas,33.848,-93.7203
Lowes,Kentucky,36.8828,-88.7706
Volcano,California,38.4506,-120.6218
Rodriguez Camp,California,35.809,-119.1388
Gulf Port,Illinois,40.8087,-91.0845
Everton,Arkansas,36.1542,-92.9096
Cusick,Washington,48.3333,-117.2944
Dennis,Mississippi,34.559,-88.2303
Gapland,Maryland,39.4021,-77.6584
Levasy,Missouri,39.1363,-94.1307
Sageville,Iowa,42.5493,-90.7062
Ward,Colorado,40.0722,-105.5139
Speed,North Carolina,35.9685,-77.4442
Sumatra,Florida,30.023,-84.9825
Wann,Nebraska,41.1394,-96.3632
Jericho,Arkansas,35.2876,-90.2305
Neosho Falls,Kansas,38.0058,-95.5556
Martinsburg,Nebraska,42.5084,-96.8314
Highland Beach,Maryland,38.9312,-76.466
Libertyville,Alabama,31.2428,-86.46
Pamplin City,Virginia,37.2642,-78.682
Ringo,Kansas,37.5064,-94.7649
Austin,Mississippi,34.6423,-90.448
Fort Seneca,Ohio,41.2044,-83.1679
Antioch,Ohio,39.661,-81.0669
Faxon,Oklahoma,34.4603,-98.5794
Orrtanna,Pennsylvania,39.8459,-77.3594
Rose Hill,Illinois,39.1042,-88.1497
Osaka,Virginia,36.9514,-82.8144
Mahaska,Kansas,39.9873,-97.3537
Delacroix,Louisiana,29.7652,-89.7874
Shelltown,Pennsylvania,40.4568,-78.2066
Louisburg,Missouri,37.7564,-93.141
St. Joseph,Iowa,42.9123,-94.2308
Calvert,Alabama,31.154,-88.0169
Lemoyne,Nebraska,41.2765,-101.8134
Bison,Oklahoma,36.196,-97.8979
Blanco,Oklahoma,34.7507,-95.7736
Latham,Missouri,38.5599,-92.6814
Willington,South Carolina,33.9687,-82.4576
Climbing Hill,Iowa,42.3394,-96.0811
Farmer,South Dakota,43.7252,-97.689
Columbus,North Dakota,48.905,-102.7812
Strawn,Illinois,40.6537,-88.3999
Woodlawn,Arkansas,33.9668,-92.0452
Trail,Minnesota,47.7833,-95.6981
Waumandee,Wisconsin,44.3024,-91.7051
Skwentna,Alaska,61.9314,-151.2096
Mizpah,Minnesota,47.9209,-94.2132
Valley Head,West Virginia,38.5472,-80.032
Robbins,Tennessee,36.3536,-84.5839
Old Agency,Montana,47.3226,-114.2987
Royal,Nebraska,42.3329,-98.1252
Twin Hills,Alaska,59.0815,-160.2826
Frankewing,Tennessee,35.1943,-86.857
Hornitos,California,37.5026,-120.2388
Ashley,Missouri,39.2537,-91.2239
Dawn,Missouri,39.6713,-93.6341
Union Grove,Alabama,34.4025,-86.4483
Englevale,North Dakota,46.3912,-97.9038
Melvin Village,New Hampshire,43.6896,-71.3064
De Witt,Missouri,39.3849,-93.2199
Weitchpec,California,41.1969,-123.6939
Whitney,Nebraska,42.7837,-103.2567
Fittstown,Oklahoma,34.6091,-96.6405
Dumb Hundred,Pennsylvania,40.317,-78.4105
Westford,New York,42.6511,-74.8005
Trosky,Minnesota,43.8884,-96.2509
Dekorra,Wisconsin,43.4539,-89.4603
Gardner,Colorado,37.7889,-105.1644
Chimney Hill,Vermont,42.8888,-72.904
Grace City,North Dakota,47.5513,-98.8039
Springbrook,Wisconsin,45.9469,-91.6889
Rodney,Iowa,42.2045,-95.9507
Powersville,Missouri,40.5496,-93.3002
Homestown,Missouri,36.3318,-89.8242
Maskell,Nebraska,42.6904,-96.9809
Peach Creek,West Virginia,37.877,-81.9797
De Graff,Minnesota,45.26,-95.4683
Mountain,North Dakota,48.6843,-97.8648
Sharon,Georgia,33.5601,-82.795
Smicksburg,Pennsylvania,40.8702,-79.1711
Keystone,West Virginia,37.4158,-81.4463
Eagle Rock,Missouri,36.55,-93.7422
Kinross,Iowa,41.4591,-91.9873
Prescott,Oregon,46.0487,-122.8879
Cottage Grove,Tennessee,36.3783,-88.4786
Washita,Oklahoma,35.1043,-98.3414
Spring Hill,Iowa,41.4122,-93.6501
Foxholm,North Dakota,48.3654,-101.5721
Symerton,Illinois,41.3256,-88.053
Campo Bonito,Arizona,32.5629,-110.6984
Hartville,Wyoming,42.3277,-104.7245
Tightwad,Missouri,38.3096,-93.5466
Basco,Illinois,40.3278,-91.1996
Paac Ciinak,Wisconsin,44.8579,-89.155
Mountain View,New Mexico,35.0046,-108.3979
Solen,North Dakota,46.3873,-100.7958
Oberon,North Dakota,47.9242,-99.2059
Truxton,Arizona,35.487,-113.5607
Pinehaven,New Mexico,35.3357,-108.671
La Clede,Illinois,38.8806,-88.7128
Equality,Alabama,32.7634,-86.106
Hartwell,Missouri,38.4331,-93.9342
Marrowbone,Kentucky,36.832,-85.5053
Regina,New Mexico,36.1947,-106.9453
Vermillion,Kansas,39.7183,-96.2659
Chelsea,South Dakota,45.1675,-98.7434
Otter Lake,New York,43.5942,-75.1159
Keenes,Illinois,38.3386,-88.6419
Staint Clair,Pennsylvania,40.4786,-78.2284
Antietam,Maryland,39.4151,-77.7364
Dayton,Alabama,32.351,-87.6416
Gulkana,Alaska,62.2155,-145.4449
McKinnon,Wyoming,41.0314,-109.9384
New Market,Missouri,39.5019,-94.7995
Carrick,California,41.4467,-122.3635
Batesville,Ohio,39.9156,-81.2824
Oldtown,Maryland,39.545,-78.6148
Webster,Pennsylvania,40.1878,-79.8489
Fontanelle,Nebraska,41.5383,-96.4271
Rampart,Alaska,65.4087,-149.9915
Gulf,North Carolina,35.5597,-79.2805
Hebgen Lake Estates,Montana,44.7692,-111.1905
Miami,Missouri,39.3224,-93.2258
Orient,Washington,48.8637,-118.2059
Moffett,Oklahoma,35.4059,-94.4552
Tindall,Missouri,40.1609,-93.6096
Anthonyville,Arkansas,35.0398,-90.3403
Fairfield,Utah,40.2462,-112.0842
Strandburg,South Dakota,45.0441,-96.7604
Unity Village,Missouri,38.9525,-94.3995
Point of Rocks,Wyoming,41.6831,-108.7755
Mercer,Tennessee,35.4745,-89.0394
Jennette,Arkansas,35.1639,-90.4092
Smith Village,Oklahoma,35.4508,-97.457
Emelle,Alabama,32.7287,-88.3165
South End,Minnesota,47.3231,-95.4788
Cromwell,Iowa,41.0405,-94.4618
Alix,Arkansas,35.4219,-93.7289
Holt,Minnesota,48.2929,-96.1945
Richland,Nebraska,41.4367,-97.2152
Harrisburg,Nebraska,41.5505,-103.7267
Washington,Virginia,38.7122,-78.1598
Windmill,New Mexico,31.9769,-108.6315
Butte,North Dakota,47.837,-100.6658
Downey,Iowa,41.612,-91.3472
Saxon,Wisconsin,46.494,-90.4098
Esbon,Kansas,39.8219,-98.4339
McGrew,Nebraska,41.7477,-103.4177
Geyser,Montana,47.2633,-110.4927
Rivervale,Arkansas,35.6759,-90.3445
Mountville,South Carolina,34.3664,-81.9758
Homestead,Iowa,41.7612,-91.8711
Kingston,New Mexico,32.9173,-107.7097
La Salle,Minnesota,44.0711,-94.5713
Zalma,Missouri,37.1422,-90.0825
Isabella,Oklahoma,36.2354,-98.3354
Utica,South Dakota,42.981,-97.4967
Albany,Oklahoma,33.8769,-96.16
Wheatland,North Dakota,46.9049,-97.3455
King Lake,Nebraska,41.3135,-96.3017
Curryville,Pennsylvania,40.276,-78.3378
Kickapoo Site 7,Kansas,39.6895,-95.6713
Tensed,Idaho,47.1596,-116.9238
Fowlerton,Texas,28.4608,-98.8114
Danville,Washington,48.9938,-118.5068
Charleston Park,Florida,26.7055,-81.5807
McNab,Arkansas,33.6609,-93.8323
Trenton,Iowa,41.066,-91.6395
Emet,Oklahoma,34.2063,-96.5421
Claremont,South Dakota,45.6719,-98.0157
Numa,Iowa,40.6853,-92.9803
Port Heiden,Alaska,56.9426,-158.6047
McFarlan,North Carolina,34.8148,-79.9766
House,New Mexico,34.6492,-103.9038
Dwight,North Dakota,46.3039,-96.7402
Durham,Kansas,38.4846,-97.2268
Shallow Water,Kansas,38.3738,-100.9104
Nashoba,Oklahoma,34.4816,-95.2143
Abbyville,Kansas,37.9705,-98.2027
Encino,New Mexico,34.6518,-105.4586
Snowville,Virginia,37.026,-80.5739
Niota,Illinois,40.6155,-91.288
Souris,North Dakota,48.91,-100.6826
Lima,Oklahoma,35.1737,-96.5983
Shelocta,Pennsylvania,40.6573,-79.3015
Ovett,Mississippi,31.4849,-89.0273
Lehr,North Dakota,46.2826,-99.3528
Crooked Creek,Alaska,61.8439,-158.1082
La Joya,New Mexico,34.345,-106.8466
Yucca,Arizona,34.8629,-114.1461
Fairview,Wyoming,42.6871,-110.9866
Caledonia,North Dakota,47.4577,-96.8892
Flemington,Missouri,37.8039,-93.5014
Zinc,Arkansas,36.2836,-92.9147
Thendara,New York,43.701,-74.9971
Cherry Valley,Pennsylvania,41.1594,-79.8012
Goldfield,Colorado,38.7176,-105.1253
Goodyears Bar,California,39.5459,-120.888
Memphis,Nebraska,41.0946,-96.4332
Tuttle,California,37.2965,-120.3789
Avilla,Missouri,37.1938,-94.1298
Courtenay,North Dakota,47.2241,-98.5685
Piqua,Kansas,37.922,-95.5375
La Esperanza,Texas,26.4313,-98.8923
Cayuse,Oregon,45.6765,-118.5736
Nashua,Minnesota,46.0377,-96.3059
Glen Jean,West Virginia,37.9272,-81.1531
Olivet,Kansas,38.4813,-95.7519
Princeton,South Carolina,34.4913,-82.2958
Wood,South Dakota,43.4971,-100.4802
Grenville,South Dakota,45.467,-97.3901
South Acomita Village,New Mexico,35.0533,-107.5722
Cartago,California,36.3123,-118.0261
Fox,Oklahoma,34.3601,-97.4928
Radersburg,Montana,46.1965,-111.6316
Lake Aluma,Oklahoma,35.5334,-97.4484
Washam,Wyoming,41.0056,-109.6992
Grass Ranch Colony,South Dakota,43.65,-98.8836
Maloy,Iowa,40.673,-94.412
Lebanon,Nebraska,40.0487,-100.2761
Elmer,Oklahoma,34.4808,-99.3521
San Acacio,Colorado,37.2086,-105.5667
Board Camp,Arkansas,34.5369,-94.0887
Gratz,Kentucky,38.4719,-84.9471
Hardy,Montana,47.1806,-111.8172
Worthville,Pennsylvania,41.0246,-79.1394
Cherry Fork,Ohio,38.8873,-83.6125
Popponesset Island,Massachusetts,41.5855,-70.4591
Saint Charles,South Carolina,34.0806,-80.2249
Briarwood,North Dakota,46.787,-96.7949
Dewey,Illinois,40.3193,-88.2833
North Crows Nest,Indiana,39.8661,-86.1624
Templeton,Virginia,37.0811,-77.3563
Sciota,Illinois,40.5626,-90.748
Lake Sumner,New Mexico,34.6186,-104.3801
Crown Point,Alaska,60.4267,-149.353
Pinebrook,Texas,30.3125,-95.8767
Eva,Tennessee,36.0687,-88.0081
Douds,Iowa,40.8438,-92.0764
Arco,Minnesota,44.3838,-96.1826
Savonburg,Kansas,37.7489,-95.1428
Praesel,Texas,30.631,-97.0211
